BRAND,MODEL,TRIM,YEAR,IMAGE LINK,NAME,INTERFACE,POWER,CURRENT
Nissan,Leaf,S,2019,https://www.evspecifications.com/images/model/2bc417/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-2, Mennekes, SAE J3068)",6.6 kW,-
Nissan,Leaf,S,2019,https://www.evspecifications.com/images/model/2bc417/640/main.jpg,Onboard charger,"Type 1 (SAE J1772, IEC 61851-1, J Plug, Yazaki)",6.6 kW,-
Nissan,Leaf,S,2019,https://www.evspecifications.com/images/model/2bc417/640/main.jpg,Quick charge port,"Type 4 (IEC 62196-3 AA, CHAdeMO)",50 kW,-
BMW,i3s,42 kWh,2019,https://www.evspecifications.com/images/model/207983/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",11 kW,-
BMW,i3s,42 kWh,2019,https://www.evspecifications.com/images/model/207983/640/main.jpg,Onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",11 kW,-
Chevrolet,Spark EV,,2016,https://www.evspecifications.com/images/model/89aeb1/640/main.jpg,Onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",-,-
Chevrolet,Bolt EV,,2017,https://www.evspecifications.com/images/model/50ab8e/640/main.jpg,Optional onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",7.2 kW,-
Chevrolet,Bolt EV,,2017,https://www.evspecifications.com/images/model/50ab8e/640/main.jpg,Onboard charger,"Type 1 (SAE J1772, IEC 61851-1, J Plug, Yazaki)",7.2 kW,-
BMW,i3,42 kWh,2019,https://www.evspecifications.com/images/model/cd6382/640/main.jpg,Onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",11 kW,-
BMW,i3,42 kWh,2019,https://www.evspecifications.com/images/model/cd6382/640/main.jpg,Onboard charger,"Type 2 (IEC 62196-3 FF, CCS2)",11 kW,-
Chevrolet,Bolt EV,,2019,https://www.evspecifications.com/images/model/18a190/640/main.jpg,Optional onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",7.2 kW,-
Chevrolet,Bolt EV,,2019,https://www.evspecifications.com/images/model/18a190/640/main.jpg,Onboard charger,"Type 1 (SAE J1772, IEC 61851-1, J Plug, Yazaki)",7.2 kW,-
Chevrolet,Bolt EV,,2018,https://www.evspecifications.com/images/model/d46c8f/640/main.jpg,Onboard charger,"Type 1 (SAE J1772, IEC 61851-1, J Plug, Yazaki)",7.2 kW,-
Chevrolet,Bolt EV,,2018,https://www.evspecifications.com/images/model/d46c8f/640/main.jpg,Optional onboard charger,"Type 1 (IEC 62196-3 CC, CCS1)",7.2 kW,-
